title,number,state,created_at,user,commits,additions,deletions,changed_files,closed_at,body
"Deprecate `service_url` methods in favour of `url`",37856,closed,2019-12-02T16:36:37Z,peterzhu2118,1,46,35,9,2019-12-02T22:09:09Z,"### Summary    #36729 added support for public services in Active Storage and deprecated `Blob#service_url` method for `Blob#url`. However  `Variant#service_url` and `Preview#service_url` were not updated to be consistent. This PR deprecates `Variant#service_url` and `Preview#service_url` and changes them to be `url` instead.  "
"Use `app.config.file_watcher` for watcher in `RoutesReloader`",37853,open,2019-12-02T14:06:30Z,tgxworld,1,5,7,3,Null,"### Summary    Use `config.file_watcher` to determine which class to use as the watcher for `Rails::Application::RoutesReloader`. Currently it is being hardcoded to `ActiveSupport::FileUpdateChecker`.    "
"Allow non-hash values in config files",37850,open,2019-12-02T10:55:14Z,casperisfine,1,32,5,2,Null,"Fix: https://github.com/rails/rails/issues/37800    That's one of the possible fixes  the alternative could be to acknowledge that the value must be a Hash  and raise a clear error when it's not.    @rafaelfranca     cc @henvo  @etiennebarrie @Edouard-Chin  "
"Fix `since` and `ago` with a duration which has empty parts",37849,closed,2019-12-02T09:19:39Z,kamipo,1,10,4,2,2019-12-02T09:45:03Z,"Related #37839.    Sometimes divisions of `ActiveSupport::Duration` makes the instance's  parts attribute empty  but it has a value actually (e.g. `(1.minute /  60) # => @value=1 (second)  but empty parts`).    In that case we should respect `value` as the source of seconds."
"Update split.md",142,closed,2019-11-26T09:21:55Z,rayyee,1,1,1,1,2019-11-26T10:04:43Z,None
"Update firewall-cmd.md",141,closed,2019-11-08T08:39:05Z,leiaoo,1,2,2,1,2019-11-08T08:46:10Z,"允许SSH服务通过的命令错误更正  禁止SSH服务通过的命令错误更正"
"Fix the comments about systemctl action and add a little more",140,closed,2019-11-05T01:47:49Z,LucienShui,1,3,2,1,2019-11-05T02:22:20Z,None
"Update ulimit.md",139,closed,2019-10-21T02:15:36Z,admxj,1,2,1,1,2019-10-21T02:22:40Z,"添加ulimit -e 进程优先级参数"
"Changed (c) to © in License",138,closed,2019-10-19T23:43:31Z,amit794,1,1,1,1,2019-10-20T03:46:27Z,None
"修正 tar 命令 -C 参数的描述，该参数不仅用于解压，在压缩场景中可用于压缩特定目录内的内容",137,closed,2019-09-26T03:44:28Z,luoxiaohei,1,1,1,1,2019-09-26T05:10:35Z,None
"Update sed.md",136,closed,2019-09-23T08:46:43Z,LuckyDevin,1,1,1,1,2019-09-23T08:47:20Z,"description missing"
"更新文档内容及格式",135,closed,2019-09-10T08:44:54Z,ZhuangZhu-74,4,340,254,4,2019-09-10T08:45:18Z,"unalias.md alias.md printf.md date.md"
"更新command文件夹",132,closed,2019-08-08T02:59:39Z,ZhuangZhu-74,4,186,25,4,2019-08-08T03:00:23Z,"新增 shift return 文档。  更新 cd exit 文档。"
"Update: readme",131,closed,2019-07-28T04:49:34Z,chenjiandongx,2,11,6,1,2019-07-28T04:51:59Z,None
"Update grep.md",130,closed,2019-07-28T00:36:22Z,linmingwei,1,7,0,1,2019-07-28T04:26:55Z,"add -P  Perl regular expressions are nearly identical to Python regex"
"Update make.md",128,closed,2019-07-26T16:52:10Z,mygesty,1,2,2,1,2019-07-26T16:53:09Z,"纠正部分描述内容的错误"
"create files for bash builtin",127,closed,2019-07-23T07:54:06Z,ZhuangZhu-74,4,198,0,4,2019-07-23T07:55:07Z,None
"Patch 1",126,closed,2019-07-19T09:50:57Z,lonlng,9,65,0,1,2019-07-19T14:15:27Z,None
"Update wc.md",125,closed,2019-07-18T09:43:18Z,banditsmile,1,2,1,1,2019-07-18T09:58:49Z,"只打印统计数字，不打印文件名"
"fix: fix tcpdump syntax error",123,closed,2019-07-07T15:25:49Z,yanyixing,1,1,1,1,2019-07-07T15:42:20Z,"Signed-off-by: Yixing Yan <yixingyan@gmail.com>"
"修复 获取主机所有网络接口 的命令",121,closed,2019-06-24T07:55:37Z,guaiguaile,1,1,1,1,2019-06-24T08:02:21Z,None
"Update tar.md",120,closed,2019-06-24T07:20:22Z,yybht155,1,16,8,1,2019-06-24T08:03:27Z,"Modify some descriptions  add remove-files parameter."
"Update builtin and help",119,closed,2019-06-14T08:27:39Z,ZhuangZhu-74,3,43,23,2,2019-06-14T08:28:40Z,"调整文档内容"
"Update yum.md",117,closed,2019-06-12T06:09:33Z,huangyoo,1,1,1,1,2019-06-12T06:50:58Z,"更改错别字“更细”=>“更新”"
"Update ack.md",116,closed,2019-06-09T05:54:17Z,bellpk,1,1,1,1,2019-06-09T09:33:08Z,"文字错误"
"lsof add example",115,closed,2019-06-07T14:28:42Z,Rnben,1,6,0,1,2019-06-07T15:15:53Z,None
"Update help.md",113,closed,2019-06-04T03:15:02Z,ZhuangZhu-74,1,47,5,1,2019-06-04T03:35:39Z,"补充并丰富了该文档的信息，增加了Q&A部分。"
"Remove trailing white spaces",112,closed,2019-06-02T13:45:08Z,xuchunyang,1,11588,11588,531,2019-06-04T03:37:32Z,"      gnu-sed -i 's/[[:space:]]*$//' command/*.md"
"Fix typos",111,closed,2019-06-02T13:43:46Z,xuchunyang,3,30,30,30,2019-06-04T03:36:57Z,None
"fix:fix typo",110,closed,2019-05-28T01:28:32Z,fireairforce,1,1,1,1,2019-05-28T01:31:59Z,None
"Update sed.md date.md",109,closed,2019-05-24T06:56:04Z,ZhuangZhu-74,2,4,7,2,2019-05-24T07:13:27Z,None
"update printf.md",108,closed,2019-05-23T09:43:40Z,ZhuangZhu-74,2,39,3,2,2019-05-23T09:44:35Z,"修改了 ‘一个字面上的反斜杠字符’的markdown表示以便显示两个反斜杠；  修改了一个错字；  增加了一些实例；"
"Update date.md",107,closed,2019-05-19T01:07:14Z,ZhuangZhu-74,1,14,0,1,2019-05-19T02:13:26Z,"为date命令添加用法"
"修改find的303行",106,closed,2019-05-15T14:12:34Z,lutixiaya,11,1,1,1,2019-05-15T14:19:08Z,"写入到新的文件时，如果在同一路径下，后缀不能一样，否则会报错。也可以将其重定向至新的路径，后缀不在有影响。"
